unique_id,roi,num_nan,num_voxel,pct_nan,exclude
ds006239_sub-1225,Left IFG,96,3567,2.69,FALSE
ds006239_sub-1246,Left IFG,29,3567,0.81,FALSE
ds006239_sub-1247,Left IFG,452,3567,12.67,FALSE
ds006239_sub-1248,Left IFG,0,3567,0,FALSE
ds006239_sub-1250,Left IFG,87,3567,2.44,FALSE
ds006239_sub-1252,Left IFG,158,3567,4.43,FALSE
ds006239_sub-1255,Left IFG,21,3567,0.59,FALSE
ds006239_sub-1277,Left IFG,39,3567,1.09,FALSE
ds006239_sub-1278,Left IFG,35,3567,0.98,FALSE
ds006239_sub-1283,Left IFG,94,3567,2.64,FALSE
ds006239_sub-1288,Left IFG,30,3567,0.84,FALSE
ds006239_sub-1289,Left IFG,6,3567,0.17,FALSE
ds006239_sub-1291,Left IFG,31,3567,0.87,FALSE
